Rating,Datadate,Content,BOW,Sentiment Score
5,4/9/2020,"I recently bought this for my daughter for her bday . I could not find it anywhere and when I looked again , Walmart happened to have it in stock ! Great waiting time , and arrived on time !","Counter({'time': 2, 'recently': 1, 'bought': 1, 'daughter': 1, 'bday': 1, 'could': 1, 'find': 1, 'anywhere': 1, 'looked': 1, 'walmart': 1, 'happened': 1, 'stock': 1, 'great': 1, 'waiting': 1, 'arrived': 1})",0.5
5,4/9/2020,"If you have always dreamed of having a console on the go, this is it. Not only can you play games handheld on the go, but hooking it up to a TV for group play is awesome. A little pricey, but if you can't wait for the new one go ahead and get this one.","Counter({'go': 3, 'play': 2, 'one': 2, 'always': 1, 'dreamed': 1, 'console': 1, 'game': 1, 'handheld': 1, 'hooking': 1, 'tv': 1, 'group': 1, 'awesome': 1, 'little': 1, 'pricey': 1, 'ca': 1, 'wait': 1, 'new': 1, 'ahead': 1, 'get': 1})",0.237215909
5,6/9/2020,"very fun games, but the screen is not as good or sharp as the xbox nor ps4, owell nintendo is nintendo, their games are fun and family friendly. very solid system.","Counter({'fun': 2, 'game': 2, 'nintendo': 2, 'screen': 1, 'good': 1, 'sharp': 1, 'xbox': 1, 'owell': 1, 'family': 1, 'friendly': 1, 'solid': 1, 'system': 1})",0.273333333
5,7/9/2020,It works very well,"Counter({'work': 1, 'well': 1})",0.2
5,8/9/2020,"These official Nintendo controllers are more expensive than knockoff ones...but considering their quality its really worth it. Also, buy these in-person at a Walmart. Walmart's online price is almost $10 more.","Counter({'walmart': 2, 'official': 1, 'nintendo': 1, 'controller': 1, 'expensive': 1, 'knockoff': 1, 'one': 1, 'considering': 1, 'quality': 1, 'really': 1, 'worth': 1, 'also': 1, 'buy': 1, 'online': 1, 'price': 1, 'almost': 1})",0.2
4,8/9/2020,"Ordered a nintendo switch from this seller, and I'm enjoying it! It was a bit overpriced, but switches are sold out nearly everywhere else so it was worth it.","Counter({'switch': 2, 'ordered': 1, 'nintendo': 1, 'seller': 1, 'enjoying': 1, 'bit': 1, 'overpriced': 1, 'sold': 1, 'nearly': 1, 'everywhere': 1, 'else': 1, 'worth': 1})",0.341666667
2,8/9/2020,"So sad, we are disappointed, thought the switch would work for us just like for other people that left 5 stars reviews, however it didn't worked for us, sometimes the screen friezes.. gave 2 stars because company refunded money without any issues.","Counter({'u': 2, 'star': 2, 'sad': 1, 'disappointed': 1, 'thought': 1, 'switch': 1, 'would': 1, 'work': 1, 'like': 1, 'people': 1, 'left': 1, 'review': 1, 'however': 1, 'worked': 1, 'sometimes': 1, 'screen': 1, 'frieze': 1, 'gave': 1, 'company': 1, 'refunded': 1, 'money': 1, 'without': 1, 'issue': 1})",-0.34375
5,9/9/2020,"I have only played Mario Odyssey so far, but the system is really fun to play. I like the controllers and the different options I have in using them. The the system is sleek and easy to use.","Counter({'system': 2, 'played': 1, 'mario': 1, 'odyssey': 1, 'far': 1, 'really': 1, 'fun': 1, 'play': 1, 'like': 1, 'controller': 1, 'different': 1, 'option': 1, 'using': 1, 'sleek': 1, 'easy': 1, 'use': 1})",0.166666667
5,10/9/2020,Very good definitely will be buying one for a friends birthday,"Counter({'good': 1, 'definitely': 1, 'buying': 1, 'one': 1, 'friend': 1, 'birthday': 1})",0.455
1,10/9/2020,"People try to take advantage. Don't support this behavior, it's not worth paying more.","Counter({'people': 1, 'try': 1, 'take': 1, 'advantage': 1, 'support': 1, 'behavior': 1, 'worth': 1, 'paying': 1})",0.175
5,10/9/2020,"arrived in timely fashion. apparently, the price was marked up approximately $90 due to the unavailability of the product. I was very happy to receive it regardless.","Counter({'arrived': 1, 'timely': 1, 'fashion': 1, 'apparently': 1, 'price': 1, 'marked': 1, 'approximately': 1, 'due': 1, 'unavailability': 1, 'product': 1, 'happy': 1, 'receive': 1, 'regardless': 1})",0.25625
5,11/9/2020,"Came faster than expected, brand new, no problems. Pricy, but its expected considering its sold out almost everywhere else. Definitely recommend!","Counter({'expected': 2, 'came': 1, 'faster': 1, 'brand': 1, 'new': 1, 'problem': 1, 'pricy': 1, 'considering': 1, 'sold': 1, 'almost': 1, 'everywhere': 1, 'else': 1, 'definitely': 1, 'recommend': 1})",-0.015909091
5,11/9/2020,It was a little pricey. Overall a good console.,"Counter({'little': 1, 'pricey': 1, 'overall': 1, 'good': 1, 'console': 1})",0.170833333
5,14/9/2020,Easy enough for my 7yr old to learn and use,"Counter({'easy': 1, 'enough': 1, 'old': 1, 'learn': 1, 'use': 1})",0.177777778
1,14/9/2020,"It's a great game console, and worth having.  This seller is price gouging.  It's only $299 at Target.  Buyer beware!","Counter({'great': 1, 'game': 1, 'console': 1, 'worth': 1, 'seller': 1, 'price': 1, 'gouging': 1, 'target': 1, 'buyer': 1, 'beware': 1})",0.175
5,14/9/2020,Perfect for fun singleplayer and multiplayer! You wont regret this purchase!,"Counter({'perfect': 1, 'fun': 1, 'singleplayer': 1, 'multiplayer': 1, 'wont': 1, 'regret': 1, 'purchase': 1})",0.734375
5,15/9/2020,"Everything came perfectly packaged and in excellent condition. My daughter was super happy when she came home and found her package on her bed. She has had no complaints on how the product operates, and for that, I am very happy with my purchase. Thank you!","Counter({'came': 2, 'happy': 2, 'everything': 1, 'perfectly': 1, 'packaged': 1, 'excellent': 1, 'condition': 1, 'daughter': 1, 'super': 1, 'home': 1, 'found': 1, 'package': 1, 'bed': 1, 'complaint': 1, 'product': 1, 'operates': 1, 'purchase': 1, 'thank': 1})",0.826666667
5,16/9/2020,This was a great buy and much better price then others out there priced at $500-$600,"Counter({'great': 1, 'buy': 1, 'much': 1, 'better': 1, 'price': 1, 'others': 1, 'priced': 1})",0.65
5,17/9/2020,It’s good but a little more pricy than need be. But still a good find,"Counter({'good': 2, 'little': 1, 'pricy': 1, 'need': 1, 'still': 1, 'find': 1})",0.428125
5,17/9/2020,Online ordering is quick and easy my item came in less than a week. Your able to have multiplayers up to 8 the whole family can play together . I love it. Additional controls are pricy but worth it.,"Counter({'online': 1, 'ordering': 1, 'quick': 1, 'easy': 1, 'item': 1, 'came': 1, 'le': 1, 'week': 1, 'able': 1, 'multiplayers': 1, 'whole': 1, 'family': 1, 'play': 1, 'together': 1, 'love': 1, 'additional': 1, 'control': 1, 'pricy': 1, 'worth': 1})",0.3
4,17/9/2020,Both Joy-Con are loosely when attach to the Switch. I don't like that feeling when I just use the switch alone instead of attached to the console. I know one of this day that I will have to get another set of Joy-Con.,"Counter({'switch': 2, 'loosely': 1, 'attach': 1, 'like': 1, 'feeling': 1, 'use': 1, 'alone': 1, 'instead': 1, 'attached': 1, 'console': 1, 'know': 1, 'one': 1, 'day': 1, 'get': 1, 'another': 1, 'set': 1})",-0.076923077
5,17/9/2020,Grandkids loved it!,"Counter({'grandkids': 1, 'loved': 1})",0.875
1,17/9/2020,"Ordered online and they canceled it, but they unit is still postes as available in a higher price. This is unbelievable not even worth 1 star.","Counter({'ordered': 1, 'online': 1, 'canceled': 1, 'unit': 1, 'still': 1, 'postes': 1, 'available': 1, 'higher': 1, 'price': 1, 'unbelievable': 1, 'even': 1, 'worth': 1, 'star': 1})",0.175
2,18/9/2020,The product is great. But for shipping and handling service was terrible. I tracked it both through Walmart and fed-ex. My packages was stuck in a facility for 3 days. Called fedex asked if I could go pick it up. Walmart would have been no help but I would have loved if they could have updated what was going on with my package. Or in the future switch to ups or something other then Fedex,"Counter({'walmart': 2, 'package': 2, 'fedex': 2, 'could': 2, 'would': 2, 'product': 1, 'great': 1, 'shipping': 1, 'handling': 1, 'service': 1, 'terrible': 1, 'tracked': 1, 'stuck': 1, 'facility': 1, 'day': 1, 'called': 1, 'asked': 1, 'go': 1, 'pick': 1, 'help': 1, 'loved': 1, 'updated': 1, 'going': 1, 'future': 1, 'switch': 1, 'ups': 1, 'something': 1})",0.075
5,18/9/2020,It was a bit pricy but well worth the money. My nieces loved playing with it. It even came a day earlier than expected.,"Counter({'bit': 1, 'pricy': 1, 'well': 1, 'worth': 1, 'money': 1, 'niece': 1, 'loved': 1, 'playing': 1, 'even': 1, 'came': 1, 'day': 1, 'earlier': 1, 'expected': 1})",0.225
5,18/9/2020,This is a Christmas present for my grandson who I know will absolutely love it,"Counter({'christmas': 1, 'present': 1, 'grandson': 1, 'know': 1, 'absolutely': 1, 'love': 1})",0.25
5,18/9/2020,Came on time. Great price,"Counter({'came': 1, 'time': 1, 'great': 1, 'price': 1})",0.8
5,18/9/2020,good system. Like the parental controls and online options.,"Counter({'good': 1, 'system': 1, 'like': 1, 'parental': 1, 'control': 1, 'online': 1, 'option': 1})",0.7
5,18/9/2020,"What is there not to like? I've had the Xbox 1 and the PS4 since they came out but put off on buying the Switch when it came out. I cannot play first person shooter games, it literally makes me sick. With so many games coming out that are first person I have recently ran out of options of things to play besides my old standbys. We had to drive 2 hours to get this because evidently there are some greedy jerks out there who buy all the stock and then resale for a profit. Unfortunately for me and them both I'm stingy. I still have less in gas and the console than I would have paid the inflated price. Jerks. Back to the console. I travel for work so I like that I can take the system with me and pass the time when I know I'm going to be waiting, it beats trying to read things on my phone. I really like that I can charge the controllers on the console itself and don't have to buy a separate stand that is going to be finicky about charging if they're not on there just so. I'm a bit behind on games but I'm not having any trouble finding titles to play that I enjoy.","Counter({'like': 3, 'play': 3, 'game': 3, 'console': 3, 'came': 2, 'first': 2, 'person': 2, 'thing': 2, 'jerk': 2, 'buy': 2, 'going': 2, 'xbox': 1, 'since': 1, 'put': 1, 'buying': 1, 'switch': 1, 'shooter': 1, 'literally': 1, 'make': 1, 'sick': 1, 'many': 1, 'coming': 1, 'recently': 1, 'ran': 1, 'option': 1, 'besides': 1, 'old': 1, 'standby': 1, 'drive': 1, 'hour': 1, 'get': 1, 'evidently': 1, 'greedy': 1, 'stock': 1, 'resale': 1, 'profit': 1, 'unfortunately': 1, 'stingy': 1, 'still': 1, 'le': 1, 'gas': 1, 'would': 1, 'paid': 1, 'inflated': 1, 'price': 1, 'back': 1, 'travel': 1, 'work': 1, 'take': 1, 'system': 1, 'pas': 1, 'time': 1, 'know': 1, 'waiting': 1, 'beat': 1, 'trying': 1, 'read': 1, 'phone': 1, 'really': 1, 'charge': 1, 'controller': 1, 'separate': 1, 'stand': 1, 'finicky': 1, 'charging': 1, 'bit': 1, 'behind': 1, 'trouble': 1, 'finding': 1, 'title': 1, 'enjoy': 1})",-0.002210884
3,19/9/2020,"Everything about this is great accept the battery life and joycons. The joycons drift like crazy for no reason and the thing lasts a lousy 4 hours on full charge. And this is a handheld so it should last at least 8 hours. Also the dock scratches the screen. At this price there should be less of this. (I'm Mary's son, mary is her account name)","Counter({'joycons': 2, 'last': 2, 'hour': 2, 'mary': 2, 'everything': 1, 'great': 1, 'accept': 1, 'battery': 1, 'life': 1, 'drift': 1, 'like': 1, 'crazy': 1, 'reason': 1, 'thing': 1, 'lousy': 1, 'full': 1, 'charge': 1, 'handheld': 1, 'least': 1, 'also': 1, 'dock': 1, 'scratch': 1, 'screen': 1, 'price': 1, 'le': 1, 'son': 1, 'account': 1, 'name': 1})",-0.05952381
4,20/9/2020,Great game system for the entire family. Do your research before buying. There seems to be an increase in price for this system due to the pandemic.,"Counter({'system': 2, 'great': 1, 'game': 1, 'entire': 1, 'family': 1, 'research': 1, 'buying': 1, 'seems': 1, 'increase': 1, 'price': 1, 'due': 1, 'pandemic': 1})",0.06875
5,20/9/2020,This is a gift for my son so I'm not sure how well this specific system is but my older son got his last year and it's been perfect. Just make sure you get a screen protector.,"Counter({'son': 2, 'sure': 2, 'gift': 1, 'well': 1, 'specific': 1, 'system': 1, 'older': 1, 'got': 1, 'last': 1, 'year': 1, 'perfect': 1, 'make': 1, 'get': 1, 'screen': 1, 'protector': 1})",0.236111111
5,20/9/2020,It's a Christmas present. Haven't opened yet so cant rate it. I'm sure its fantastic,"Counter({'christmas': 1, 'present': 1, 'opened': 1, 'yet': 1, 'cant': 1, 'rate': 1, 'sure': 1, 'fantastic': 1})",0.3
5,20/9/2020,"Lots of fun, easy to navigate menus, and a great selection of games make this a must have console. Be prepared to spend a lot on accessories and games.","Counter({'lot': 2, 'game': 2, 'fun': 1, 'easy': 1, 'navigate': 1, 'menu': 1, 'great': 1, 'selection': 1, 'make': 1, 'must': 1, 'console': 1, 'prepared': 1, 'spend': 1, 'accessory': 1})",0.511111111
5,21/9/2020,"Greatness comes for those who wait, and that's getting this item at retail price. It performs well, great library of games, a portable system that can be played on your tv as a regular console. Nintendo products never fall short of being excellent thus they are in high demand for a reason. This is the console to get, it will be highly collectable over time, and will never loose value. Get one at retail and do your hunting like i did. Its so worth it.","Counter({'retail': 2, 'console': 2, 'never': 2, 'get': 2, 'greatness': 1, 'come': 1, 'wait': 1, 'getting': 1, 'item': 1, 'price': 1, 'performs': 1, 'well': 1, 'great': 1, 'library': 1, 'game': 1, 'portable': 1, 'system': 1, 'played': 1, 'tv': 1, 'regular': 1, 'nintendo': 1, 'product': 1, 'fall': 1, 'short': 1, 'excellent': 1, 'thus': 1, 'high': 1, 'demand': 1, 'reason': 1, 'highly': 1, 'collectable': 1, 'time': 1, 'loose': 1, 'value': 1, 'one': 1, 'hunting': 1, 'like': 1, 'worth': 1})",0.307307692
3,21/9/2020,"Bought the Switch for Christmas 2017.  It's Sept. 2020 and I just purchased the third set of Joycon.  Bought the 2nd set of Joycon while I sent in the original Joycon in for repair.  Had to buy a third since both left Joycon drift , so we needed a third set.  Nintendo repair service is backed up, so buy  back up Joycon or just don't buy the system in the first place.  It's too bad it's a good system, the  Joycon are just poorly designed and made.","Counter({'joycon': 6, 'third': 3, 'set': 3, 'buy': 3, 'bought': 2, 'repair': 2, 'system': 2, 'switch': 1, 'christmas': 1, 'purchased': 1, 'sent': 1, 'original': 1, 'since': 1, 'left': 1, 'drift': 1, 'needed': 1, 'nintendo': 1, 'service': 1, 'backed': 1, 'back': 1, 'first': 1, 'place': 1, 'bad': 1, 'good': 1, 'poorly': 1, 'designed': 1, 'made': 1})",0.020454545
4,21/9/2020,"I got it for my fiance. She LOVES it. Sadly, I did pay $457 for it.  It works flawlessly, but the price is just outrageous. If you're really interested in getting one, go to your local Gamestop.  You can pick one up for $300 if they're in stock.","Counter({'one': 2, 'got': 1, 'fiance': 1, 'love': 1, 'sadly': 1, 'pay': 1, 'work': 1, 'flawlessly': 1, 'price': 1, 'outrageous': 1, 'really': 1, 'interested': 1, 'getting': 1, 'go': 1, 'local': 1, 'gamestop': 1, 'pick': 1, 'stock': 1})",-0.05
5,21/9/2020,My son loves it has it since July nothing wrong yet,"Counter({'son': 1, 'love': 1, 'since': 1, 'july': 1, 'nothing': 1, 'wrong': 1, 'yet': 1})",-0.5
5,22/9/2020,Worked really well arrived super fast,"Counter({'worked': 1, 'really': 1, 'well': 1, 'arrived': 1, 'super': 1, 'fast': 1})",0.244444444
5,22/9/2020,Perfect! The wait was well worth it! Thank you Walmart for having it in stock to order online and having the ability to pick it up at my local Walmart store.,"Counter({'walmart': 2, 'perfect': 1, 'wait': 1, 'well': 1, 'worth': 1, 'thank': 1, 'stock': 1, 'order': 1, 'online': 1, 'ability': 1, 'pick': 1, 'local': 1, 'store': 1})",0.458333333
5,22/9/2020,Love it. Been trying for months to get one. This thing is beast compared to my Switch Lite. Love the bigger screen and the docobility option. The joycons are even nicer in person.,"Counter({'love': 2, 'trying': 1, 'month': 1, 'get': 1, 'one': 1, 'thing': 1, 'beast': 1, 'compared': 1, 'switch': 1, 'lite': 1, 'bigger': 1, 'screen': 1, 'docobility': 1, 'option': 1, 'joycons': 1, 'even': 1, 'nicer': 1, 'person': 1})",0.333333333
